category,description,recommendation,standard,price
אלומיניום,"חלון אלומיניום — נזילת מים מהמסגרת — חדירת מים דרך מסגרת החלון בזמן גשם או מבחן מים. הנזילה יכולה להופיע בפינות המסגרת, בחיבור לקיר, או דרך חורי הניקוז. גורמים נפוצים: איטום לקוי בין המסגרת לקיר, חוסר בסיליקון חיצוני, או חורי ניקוז חסומים","לבצע מבחן מים (זרנוק לחץ 2 אטמ' למשך 15 דקות). לאתר מקור הנזילה — אם מחיבור לקיר: להסיר איטום ישן, למלא ביורתן ולאטום מחדש בסיליקון. אם מחורי ניקוז: לנקות ולוודא שפיכה חופשית","ת""י 1509 — חלון אלומיניום חייב לעמוד בדרישות אטימות למים בלחץ רוח של 300 פסקל לפחות (תלוי בקומה ובאזור גיאוגרפי)",₪ 800
אלומיניום,"חלון אלומיניום — חורי ניקוז חסומים או חסרים — חורי הניקוז (דרנז'ים) בתחתית מסגרת החלון חסומים על ידי טיט, צבע או חומרי בנייה, או שלא נקדחו כלל במהלך ההתקנה. חורי ניקוז נדרשים להוצאת מים שמצטברים בתעלת המסגרת התחתונה",לנקות את חורי הניקוז הקיימים. אם חסרים — לקדוח חורי ניקוז חדשים בתחתית המסגרת בהתאם למפרט היצרן ולהתקין פלאפות,"ת""י 1509 — נדרשים לפחות 2 חורי ניקוז בכל מסגרת חלון, בקוטר מינימלי של 8 מ""מ, עם כיסויי ניקוז (פלאפות) תקינים",₪ 200
אלומיניום,"חלון אלומיניום — גומיות איטום (EPDM) בלויות או חסרות — גומיות האיטום (EPDM) שמוטמעות בתעלות הפרופיל סביב כנף החלון בלויות, מתקלפות, מתכווצות או חסרות לחלוטין. מצב זה גורם לחדירת רוח, מים, אבק ורעש",להחליף את כל גומיות האיטום בגומיות מקוריות של יצרן הפרופיל (Klil/Shamir/AGS). יש לוודא התאמה מדויקת לתעלת הפרופיל,"ת""י 1509 — חלון חייב לכלול מערכת איטום כפולה (פנימית וחיצונית) עם גומיות EPDM העומדות בתקן אריכות חיים",₪ 400
אלומיניום,"חלון הזזה — גלגלות תחתונות שחוקות — גלגלות ההזזה (רולרים) בתחתית כנף חלון ההזזה שחוקות, שבורות או יוצאות ממסלולן. החלון נגרר בכבדות, קופץ מהמסילה, או לא נסגר עד הסוף",להחליף את הגלגלות בגלגלות מקוריות תואמות לסוג הפרופיל. לנקות את מסילת ההזזה התחתונה ולבדוק יישור,"ת""י 1509 — כנף חלון הזזה חייבת לנוע בחופשיות ולהגיע לנעילה מלאה ללא מאמץ חריג",₪ 500
אלומיניום,"חלון הזזה — מסילה תחתונה פגומה או מעוותת — מסילת ההזזה התחתונה מעוותת, שקועה בטיח, מלוכלכת בחומרי בנייה, או שבורה. החלון לא מחליק כראוי ולא מגיע לסגירה מלאה",לנקות את המסילה מחומרי בנייה. אם מעוותת — להחליף את פרופיל המסילה. לבדוק ולתקן גובה המסילה ביחס לרצפה,"ת""י 1509 — מסילת ההזזה חייבת להיות ישרה, חלקה, ונקייה מחסימות לאורך כל המסלול",₪ 600
אלומיניום,"חלון ציר (קייסמנט) — ציר עליון/תחתון רופף או שבור — צירי חלון הציר (קייסמנט) רופפים, חורקים, או שבורים. הכנף צונחת, לא נסגרת בצורה אחידה, או נשארת פתוחה שלא כרצון",להדק את ברגי הצירים. אם הצירים שחוקים או שבורים — להחליף בצירים מקוריים תואמי פרופיל. לכוונן את הכנף לאחר ההחלפה,"ת""י 1509 — צירים חייבים לשאת את משקל הכנף ללא שקיעה ולאפשר פתיחה/סגירה חלקה לאורך חיי המוצר",₪ 600
אלומיניום,"חלון דריי-קיפ — מנגנון פתיחה כפולה תקול — מנגנון הפתיחה הכפולה (tilt & turn / דריי-קיפ) אינו פועל כראוי — החלון לא עובר בין מצב הטיה לפתיחה צירית, ידית תקועה, או הכנף ננעלת במצב ביניים מסוכן",לכוונן את נקודות הנעילה (espagnolette) של המנגנון. אם המנגנון פגום — להחליף מנגנון דריי-קיפ שלם תואם ליצרן הפרופיל,"ת""י 1509 — מנגנון פתיחה כפולה חייב לעבור בין שלושת המצבים (סגור, הטיה, פתיחה) בצורה חלקה ובטוחה","₪ 1,200"
אלומיניום,חלון אלומיניום — חוסר גשר תרמי (thermal break) — הותקן פרופיל אלומיניום ללא גשר תרמי (פוליאמיד) במקום שנדרש פרופיל תרמי. ללא גשר תרמי נוצרת עיבוי (קונדנסציה) על הפרופיל בחורף וישנה אובדן אנרגיה משמעותי,להחליף את החלון בחלון עם פרופיל בעל גשר תרמי (thermal break). ליקוי זה דורש החלפה מלאה של המסגרת והכנפות,"ת""י 1045 — תקן בידוד תרמי במבנים מחייב ערך U מרבי לחלונות — פרופיל עם גשר תרמי נדרש באזורי אקלים B ו-C","₪ 4,000"
אלומיניום,"חלון אלומיניום — איטום חיצוני לקוי בין מסגרת לקיר — האיטום החיצוני בין מסגרת האלומיניום לקיר (טיח/שיש) חסר, סדוק, או לא רציף. הסיליקון מתקלף, מצהיב, או לא מכסה את כל המפגש. גורם לחדירת מים ורוח","להסיר איטום ישן, לנקות את המשטחים, למלא ביורתן גמיש ולאטום מחדש בסיליקון חיצוני UV-resistant מתאים לאלומיניום","ת""י 1509 — נדרש איטום רציף ואלסטי בכל היקף החלון בין המסגרת למשקוף/אדן",₪ 500
אלומיניום,"חלון אלומיניום — רשת יתושים קרועה או חסרה — רשת היתושים קרועה, מנותקת מהמסגרת, או לא סופקה כלל. במפרט הדירה נדרשת רשת יתושים בכל חלון","להתקין/להחליף רשת יתושים תואמת — רשת הזזה, גלילה, או קבועה בהתאם לסוג החלון",NULL,₪ 450
אלומיניום,"חלון אלומיניום — מסגרת מעוותת או לא מפולסת — מסגרת החלון לא מפולסת (לא במאוזן/מאונך), מעוותת, או מפותלת. הכנף לא נסגרת באחידות, יש פער לא אחיד בין הכנף למסגרת, נגרמים בעיות איטום ונעילה","לפרק את החלון, ליישר את המסגרת בפילוס מדויק, לעגן מחדש ולאטום. במקרים חמורים — להחליף מסגרת","ת""י 1509 — סטייה מרבית מאנכיות ואופקיות: 2 מ""מ למטר אורך, עד מקסימום 3 מ""מ","₪ 1,500"
אלומיניום,"חלון אלומיניום — שריטות או נזק לפרופיל — שריטות עמוקות, מכות, או נזק לציפוי האלקטרוסטטי (אנודייז או צביעה) של פרופיל האלומיניום. נגרם בדרך כלל במהלך עבודות בנייה או הובלה",שריטות שטחיות — לטפל בצבע תיקון מקורי מהיצרן. שריטות עמוקות/נרחבות — להחליף את הפרופיל הפגום,NULL,₪ 500
אלומיניום,"חלון אלומיניום — הרכבה ללא עיגון תקני לקיר — מסגרת החלון מעוגנת לקיר בצורה לא תקנית — רק בקצף פוליאורתן ללא דיבלים, עם מספר לא מספיק של נקודות עיגון, או עם מרווחים גדולים מדי בין נקודות העיגון",להוסיף נקודות עיגון מכאניות (פישר + בורג נירוסטה) בהתאם לתקן. לא להסתפק בקצף בלבד,"ת""י 1509 — נדרשות נקודות עיגון מכאניות (דיבלים/ברגי בטון) כל 60 ס""מ לפחות, ולא יותר מ-15 ס""מ מכל פינה",₪ 600
אלומיניום,"חלון אלומיניום — חדירת אוויר (רוח) חריגה — חדירת אוויר חריגה דרך החלון במצב סגור — מורגשת רוח, שריקת רוח, או נכנס אבק. הגורם: גומיות לא תקינות, נעילה חלקית, מסגרת לא מיושרת",לבדוק ולהחליף גומיות איטום. לכוונן נקודות נעילה להידוק מלא. לבדוק יישור מסגרת. לבצע בדיקת blower door אם נדרש,"ת""י 1509 — חדירת אוויר מרבית: סיווג A2 לפחות (6.75 מ""ק/שעה/מ""ר בלחץ 100 פסקל)",₪ 600
אלומיניום,"חלון אלומיניום — אדן שיש חיצוני ללא שיפוע — אדן השיש/אבן החיצוני של החלון ללא שיפוע כלפי חוץ, או עם שיפוע הפוך — מים מצטברים על האדן ונכנסים פנימה במקום לנקז החוצה",להתקין מחדש את אדן השיש בשיפוע של 3-5% כלפי חוץ. לוודא טפטפת בחזית האדן ואיטום למסגרת,"ת""י 1509 — אדן חיצוני חייב להיות משופע כלפי חוץ עם טפטפת (drip edge) למניעת זרימת מים לקיר",₪ 800
אלומיניום,"חלון אלומיניום — צבע פרופיל לא תואם למפרט — צבע הפרופיל (RAL) לא תואם למפרט הפרויקט — גוון שונה, צבע מתקלף, ציפוי לא אחיד, או הבדלי גוון בין חלונות שונים באותה דירה",אם הצבע לא תואם למפרט — להחליף את הפרופילים הפגומים. אם ציפוי מתקלף — תביעת אחריות מיצרן הפרופיל,NULL,"₪ 2,000"
אלומיניום,"חלון אלומיניום — עיבוי (קונדנסציה) על הפרופיל — עיבוי מים (קונדנסציה) נוצר על פרופיל האלומיניום בחורף, בעיקר בפרופיל ללא גשר תרמי. המים נוזלים לאדן ולקיר וגורמים לעובש ולנזק","פתרון מלא: החלפת חלון לפרופיל עם גשר תרמי. פתרון חלקי: שיפור אוורור החדר, התקנת מפוח אוויר","ת""י 1045 — מעטפת הבניין, כולל חלונות, חייבת למנוע עיבוי על משטחים פנימיים בתנאי שימוש רגילים","₪ 4,000"
אלומיניום,"חלון לא אוטם — חדירת אוויר/מים — חלון שלא אוטם כראוי — חדירת אוויר, מים או אבק","החלפת רצועות אטימה, תיקון סיליקון, כוונון","ת""י 23 — חלונות חייבים לעמוד בתקן אטימות למים ואוויר",₪ 350
אלומיניום,"דלת מרפסת אלומיניום — סף תחתון גבוה מדי — סף דלת המרפסת בולט מעל פני הרצפה ביותר מ-20 מ""מ, מהווה מכשול מעידה ואינו נגיש לנכים ולעגלות",להחליף את הסף בסף נמוך/שטוח תואם נגישות. אם לא ניתן — להתקין רמפה משופעת בשני צדי הסף,"ת""י 1918 — דרישות נגישות — סף דלת לא יעלה על 20 מ""מ, ורצוי סף שטוח/משופע",₪ 900
אלומיניום,"דלת מרפסת הזזה — גלילה כבדה ולא חלקה — דלת ההזזה למרפסת נגררת בכבדות, דורשת כוח רב לפתיחה/סגירה, או נתקעת באמצע המסלול. נגרם מגלגלות שחוקות, מסילה מלוכלכת, או כנף לא מכוונת","לנקות מסילות, לשמן גלגלות. להחליף גלגלות שחוקות. לכוונן גובה כנף ביחס למסילה","ת""י 1509 — דלת הזזה חייבת להיפתח בכוח שאינו עולה על 50 ניוטון (כ-5 ק""ג)",₪ 700
אלומיניום,"דלת מרפסת הזזה — נעילה רב-נקודתית לא תקינה — מנגנון הנעילה הרב-נקודתי של דלת המרפסת לא פועל כראוי — חלק מנקודות הנעילה לא ננעלות, הידית לא מסתובבת עד הסוף, או שהנעילה לא אטומה",לכוונן את נקודות הנעילה והנגדים. לשמן את מוטות הנעילה. אם המנגנון פגום — להחליף את מערכת הנעילה,"ת""י 1509 — דלת חייבת להינעל בנעילה רב-נקודתית המבטיחה איטום ואבטחה בכל נקודות המגע","₪ 1,000"
אלומיניום,"דלת כניסה אלומיניום — צילינדר/מנעול לא תקני — צילינדר המנעול בדלת הכניסה אינו עומד בתקן אבטחה — ללא הגנה מפני קידוח, פריצה, או bump key. או שבולט מעבר לרוזטה ביותר מ-3 מ""מ","להחליף את הצילינדר בצילינדר תקני בעל דרגת אבטחה מתאימה (לפחות 5 פינים, הגנת קידוח)","ת""י 5514 — צילינדר בדלת כניסה חייב לעמוד בדרגת אבטחה מינימלית לפי ת""י 5514",₪ 600
אלומיניום,"דלת אלומיניום — סוגר (Door Closer) חסר או לא מכוונן — סוגר דלת (door closer) חסר בדלת שנדרש בה (דלת חדר מדרגות, דלת אש), או שהסוגר הקיים לא מכוונן — הדלת נטרקת או לא נסגרת עד הסוף",להתקין סוגר דלת מתאים לגודל ומשקל הדלת. אם קיים — לכוונן את מהירות הסגירה והנעילה (latch speed),"ת""י 1555 — דלתות בדרכי מילוט ודלתות אש חייבות בסוגר עצמי מאושר שמחזיר את הדלת לסגירה מלאה",₪ 800
אלומיניום,"דלת אלומיניום — פער לא אחיד בין כנף למשקוף — הרווח בין כנף הדלת למסגרת (משקוף ומזוזות) לא אחיד — גדול מדי בצד אחד וצר מהצד השני. מעיד על כנף שלא מכוונת, צירים שחוקים, או מסגרת מעוותת",לכוונן את הצירים להשגת רווח אחיד. אם הצירים שחוקים — להחליפם. במקרה של מסגרת מעוותת — ליישר ולעגן מחדש,"ת""י 1509 — רווח בין כנף למסגרת חייב להיות אחיד, בהתאם למפרט היצרן (בדרך כלל 3-5 מ""מ)",₪ 500
אלומיניום,"דלת כניסה אלומיניום — בידוד אקוסטי לא מספיק — דלת הכניסה לא מספקת בידוד אקוסטי מספיק — נשמעים רעשי חדר מדרגות, שכנים ומעלית בתוך הדירה. הפער בין הדלת למשקוף גדול מדי או חסרות גומיות איטום",להתקין/להחליף גומיות איטום היקפיות. להתקין סף תחתון אוטומטי (drop seal). אם לא מספיק — להחליף לדלת עם בידוד אקוסטי מוגבר,"ת""י 1142 — נדרש בידוד אקוסטי מינימלי של 30 dB בין חדר מדרגות לדירה",₪ 800
אלומיניום,"דלת מרפסת — חוסר מעקה בטיחות — דלת מרפסת צרפתית (French door) ללא מעקה בטיחות חיצוני, כאשר פתח הדלת בקומה גבוהה ואין מרפסת. מהווה סכנת נפילה חמורה","להתקין מעקה בטיחות צמוד לפתח הדלת — מעקה אלומיניום/נירוסטה עם זכוכית בטיחות, בגובה 105 ס""מ","ת""י 1142 — פתח בקומה שנייה ומעלה חייב במעקה בגובה 105 ס""מ לפחות (עם דרישות רווח וחוזק)","₪ 4,000"
אלומיניום,"תריס גלילה — מנוע חשמלי לא פועל — מנוע התריס החשמלי לא פועל — התריס לא עולה, לא יורד, או נתקע באמצע. הגורמים: תקלת מנוע, בעיית חשמל, מתג מגבלה (limit switch) לא מכוונן, או קונדנסטור תקול",לבדוק חיבור חשמל ומפסק. לבדוק קונדנסטור מנוע. לכוונן מתגי מגבלה. אם המנוע שרוף — להחליף מנוע תואם למידות הגליל,NULL,"₪ 1,200"
אלומיניום,"תריס גלילה — למלות (שלבים) עקומות או שבורות — למלות (שלבים) של תריס הגלילה עקומות, שבורות, או מנותקות זו מזו. התריס לא יורד/עולה כראוי, לא אטום לאור, ומראה חיצוני פגום","להחליף את הלמלות הפגומות בלמלות חדשות תואמות (זהה ברוחב, עובי, וצורת חיבור). במקרה של נזק נרחב — להחליף את מילוי התריס כולו",NULL,₪ 800
אלומיניום,"תריס גלילה — מסילות צד פגומות — מסילות הצד (מובילים) של תריס הגלילה פגומות, מעוותות, או לא מותקנות כראוי. התריס קופץ מהמסילה, נתקע, או לא מונע חדירת אור",ליישר את מסילות הצד ולעגן מחדש. אם פגומות — להחליף. לוודא רווח אחיד בין הלמלות למסילה,NULL,₪ 600
אלומיניום,"תריס גלילה — תיבת גלילה (קופסת תריס) לא מבודדת — תיבת הגלילה (קופסת התריס) לא מבודדת תרמית ואקוסטית — נוצרת נקודת קור בחורף, עיבוי מים, חדירת רעש, ולעיתים גם חדירת מזיקים",לפתוח את תיבת הגלילה ולהדביק בידוד תרמי (לוח XPS/EPS או מוצר ייעודי). לאטום את כל הפרצים באיטום אלסטי,"ת""י 1045 — תיבת תריס חייבת לעמוד בדרישות בידוד תרמי — ערך U מרבי כמו יתר המעטפת",₪ 600
אלומיניום,"תריס גלילה — רצועת הפעלה (סרט) קרועה או שחוקה — רצועת ההפעלה (סרט התריס) של תריס ידני קרועה, שחוקה, או נתקעת בגליל. התריס לא ניתן להפעלה","להחליף את רצועת ההפעלה כולל גלגלת הסרט (avvolgitore). לוודא מידה תואמת (רוחב 14/20/23 מ""מ)",NULL,₪ 300
אלומיניום,"תריס גלילה — רעש חריג בזמן הפעלה — התריס משמיע רעש חריג (חריקה, נקישות, רעידות) בזמן עלייה או ירידה. גורמים: מסילות יבשות, למלות פגומות, ציר לא מיושר, או מנוע רועד",לשמן מסילות צד בסיליקון ספריי. לבדוק ולהחליף למלות פגומות. לכוונן יישור גליל וציר. אם מנוע — לבדוק עיגון ושקטי רעידות,NULL,₪ 400
אלומיניום,"תריס הצללה מתקפל — זרועות שבורות או רופפות — זרועות תריס ההצללה המתקפל (תריס ונציאני/פרסול) שבורות, רופפות, או לא ננעלות במצב פתוח. התריס לא נשאר פתוח ברוח או לא נסגר כראוי",להחליף את הזרועות הפגומות בזרועות מקוריות. להדק את כל ברגי החיבור. לשמן צירים וציפים,NULL,₪ 700
אלומיניום,"תריס גלילה — חדירת אור בין למלות במצב סגור — כשהתריס סגור לחלוטין, נכנס אור בין הלמלות — הלמלות לא נסגרות ברצף צפוף, יש רווחים גלויים, או שלמלות מעוותות לא מתיישרות",לכוונן את מתח התריס ואת מגבלת הירידה. להחליף למלות מעוותות. לוודא שכל הלמלות מסוג זהה ותקינות,NULL,₪ 500
אלומיניום,"תריס חשמלי תקוע / לא עולה — תריס חשמלי שלא עולה, יורד, או תקוע באמצע","בדיקת מנוע, כוונון מסילות, החלפת רכיב פגום",NULL,"₪ 1,000"
אלומיניום,חלון אלומיניום — זכוכית לא בטיחותית — הותקנה זכוכית רגילה (לא בטיחותית) במקום שנדרשת זכוכית בטיחות — מחוסמת או שכבתית (למינציה). זכוכית רגילה מתנפצת לרסיסים חדים ומהווה סכנת חיים,להחליף את הזכוכית בזכוכית בטיחותית (מחוסמת או למינציה) בהתאם לדרישת התקן. לוודא חותמת תקן על הזכוכית החדשה,"ת""י 1099 — ת""י 1099 מחייב זכוכית בטיחות בחלונות עד גובה 80 ס""מ מהרצפה, בדלתות זכוכית, במעקות, ובמקלחות","₪ 1,200"
אלומיניום,"חלון אלומיניום — זכוכית תרמית (דאבל גלייז) לא אטומה — יחידת הזיגוג הכפול (דאבל גלייז) מאבדת את האטימות — נראית עננות/ערפל בין שכבות הזכוכית. סימן לכשל באיטום היקפי של היחידה, מה שמבטל את הבידוד התרמי",להחליף את יחידת הזיגוג הכפול בשלמותה. אין אפשרות לתקן יחידה שאיבדה אטימות,"ת""י 1509 — יחידת זיגוג מבודד חייבת לשמור על ריק/גז בין השכבות לאורך חיי המוצר",₪ 900
אלומיניום,"חלון אלומיניום — סדק או שבר בזכוכית — סדק, שבר, או ניקוב בזכוכית החלון. יכול להיגרם ממכה, מתח תרמי, או מלחץ לא אחיד של מסגרת החלון על הזכוכית",להחליף את הזכוכית השבורה בזכוכית חדשה תואמת תקן (בטיחותית היכן שנדרש). לבדוק שהמסגרת לא לוחצת על הזכוכית,"ת""י 1099 — זכוכית בחלון חייבת להיות שלמה, ללא סדקים או שברים, ולעמוד בדרישות בטיחות",₪ 800
אלומיניום,"זכוכית חלון — חוסר התאמה למפרט (עובי/סוג) — הזכוכית שהותקנה לא תואמת למפרט המכר — עובי נמוך מהנדרש, זכוכית בודדת במקום כפולה, או חסרה שכבת Low-E שנדרשה במפרט",להחליף את הזכוכית בזכוכית התואמת למפרט המכר. לדרוש אישור יצרן על סוג הזכוכית שהותקנה,"ת""י 1509 — הזיגוג חייב להתאים למפרט הטכני של הפרויקט ולדרישות התקן לגודל החלון","₪ 1,000"
אלומיניום,חלון אלומיניום — חוסר בזכוכית Low-E נדרשת — הותקנה זכוכית כפולה ללא שכבת Low-E (שכבה פולטת נמוכה) שנדרשת במפרט או לפי תקן בידוד תרמי. ללא Low-E הבידוד התרמי נמוך משמעותית,להחליף את יחידת הזיגוג הכפול ביחידה עם זכוכית Low-E. לוודא שסוג ה-Low-E (hard coat/soft coat) תואם למפרט,"ת""י 1045 — לעמידה בדרישות בידוד תרמי למבנים, נדרשת בדרך כלל זכוכית עם שכבת Low-E להשגת ערך U נמוך","₪ 1,000"
אלומיניום,זכוכית שרוטה / סדוקה — שריטות או סדקים בזכוכית חלון,החלפת זכוכית פגומה,NULL,"₪ 1,200"
אלומיניום,"חלון אלומיניום — ידית סיבובית רופפת או שבורה — ידית החלון רופפת, מסתובבת ללא אחיזה, או שבורה. הידית לא מפעילה את מנגנון הנעילה כראוי והחלון נשאר לא נעול",להדק את בסיס הידית (להרים כיסוי פלסטיק ולהדק ברגים). אם הידית שבורה — להחליף בידית מקורית תואמת,"ת""י 1509 — ידית החלון חייבת להפעיל את מנגנון הנעילה באופן מלא ובטוח בכל מצבי הפתיחה",₪ 250
אלומיניום,חלון אלומיניום — נעילה לא תקינה (אספניולט) — מנגנון הנעילה (אספניולט) לא נועל את החלון בכל נקודות הנעילה. חלק מנקודות הנעילה לא מתיישבות כראוי בנגד (striker plate) — החלון לא אטום ולא מאובטח,לכוונן את נקודות הנעילה והנגדים. לשמן את מנגנון האספניולט. אם פגום — להחליף את מוט הנעילה או הנגדים,"ת""י 1509 — חלון חייב להינעל בכל נקודות הנעילה שתוכננו על ידי היצרן, עם לחיצה אחידה של הגומיות",₪ 450
אלומיניום,חלון אלומיניום — חוסר מגביל פתיחה בקומה גבוהה — חלון בקומה 2 ומעלה חסר מגביל פתיחה (מגביל זווית או כבל בטיחות) בהתאם לתקנות הבטיחות. ילדים עלולים ליפול מחלון הנפתח לרווחה,להתקין מגביל פתיחה תקני — כבל בטיחות או מגביל זווית צמוד פרופיל — בכל חלון נדרש. לוודא שהמגביל ניתן לשחרור על ידי מבוגר בלבד,"ת""י 1509 — חלון מעל קומת קרקע חייב לכלול מגביל פתיחה המגביל את הפתח ל-100 מ""מ מרבי, עם אפשרות שחרור למבוגרים",₪ 350
אלומיניום,"חלון אלומיניום — חוסר סורג בטיחות בחלון נמוך — חלון שתחתיתו בגובה נמוך מ-80 ס""מ מהרצפה חסר סורג בטיחות או מעקה להגנה מפני נפילה, בעיקר בקומות גבוהות","להתקין סורג בטיחות פנימי (מפרופיל אלומיניום או נירוסטה) בהתאם לתקן, עם רווח מרבי של 10 ס""מ בין חלקיו","ת""י 1142 — נדרש אמצעי מיגון (סורג/מעקה) בחלון שתחתיתו נמוכה מ-80 ס""מ מרצפת החדר, בקומה שנייה ומעלה","₪ 1,200"
אלומיניום,"חלון אלומיניום — פרזול (Hardware) לא תואם למפרט — הפרזול שהותקן (ידיות, צירים, מנגנוני נעילה) אינו תואם למפרט הפרויקט — דרגה נמוכה יותר, יצרן אחר, או חסרים רכיבים שנדרשו (כגון נעילת ביטחון)",להחליף את הפרזול בפרזול התואם למפרט המכר. לתעד את ההבדל ולדרוש התאמה או פיצוי,NULL,₪ 800
אלומיניום,"ידית חלון שבורה / רופפת — ידית חלון שבורה, רופפת, או לא נועלת",החלפת ידית חלון,NULL,₪ 250
חשמל,שקע חשמל ללא הארקה תקינה — שקע חשמל שאינו מחובר להארקה או שחיבור ההארקה לקוי. מדידה מראה התנגדות הארקה גבוהה מהמותר (מעל 1 אוהם). מהווה סכנת חשמול,"בדיקת חיבור מוליך הארקה בשקע ובלוח החשמל, תיקון או החלפת החיבור הלקוי","ת""י 61 — כל שקע חשמל חייב להיות מחובר למוליך הארקה רציף עם התנגדות שאינה עולה על 1 אוהם",₪ 350
חשמל,"שקע חשמל בחדר רחצה במרחק לא תקני מנקודת מים — שקע חשמל מותקן בתוך אזור 1 או אזור 2 של חדר הרחצה (פחות מ-60 ס""מ ממקור מים), בניגוד לתקנות. סכנת חשמול בסביבה רטובה","העתקת השקע למיקום תקני באזור 3, מרחק מינימלי 60 ס""מ מנקודת מים, עם הגנת RCD","ת""י 61 — שקעים בחדר רחצה חייבים להיות מותקנים באזור 3 בלבד, במרחק מינימלי של 60 ס""מ מגבול האמבטיה או המקלחון",₪ 800
חשמל,חסר מפסק פחת (RCD) בלוח החשמל — לוח החשמל הדירתי חסר מפסק פחת (RCD) בזרם דלף 30mA על מעגלי שקעים. מפסק פחת נדרש להגנה מפני חשמול,התקנת מפסק פחת RCD 30mA בלוח החשמל על כל מעגלי השקעים,"ת""י 61 — כל מעגלי השקעים בדירה חייבים להיות מוגנים במפסק פחת (RCD) בזרם דלף מקסימלי של 30mA",₪ 700
חשמל,מפסק פחת (RCD) לא מתפקד — מפסק הפחת מותקן אך אינו מנתק את המעגל בלחיצה על כפתור הבדיקה (TEST). המפסק עלול להיות תקול ולא לספק הגנה מפני חשמול,החלפת מפסק הפחת התקול במפסק חדש תקין ובדיקת תקינות כל מפסקי הפחת בלוח,"ת""י 61 — מפסק פחת חייב לנתק את המעגל תוך 300 אלפיות שנייה בזרם דלף של 30mA, ולעבור בדיקה תקופתית",₪ 500
חשמל,לוח חשמל ללא סימון מעגלים — מפסקים בלוח החשמל אינם מסומנים בזיהוי המעגל שהם מגנים עליו. מקשה על איתור תקלות ועל ניתוק חירום,סימון כל מפסקי הלוח בתוויות ברורות המציינות את המעגל המוגן (חדר/מכשיר),"ת""י 61 — כל מפסק בלוח חשמל חייב להיות מסומן בבירור לזיהוי המעגל המוגן",₪ 200
חשמל,"לוח חשמל ללא דלת או מכסה — לוח החשמל הדירתי חסר דלת או מכסה, חלקים חיים חשופים. סכנת חשמול במיוחד לילדים",התקנת דלת/מכסה מקורי ללוח החשמל עם נעילה תקנית,"ת""י 61 — לוח חשמל חייב להיות מכוסה בדלת או מכסה המונע גישה לחלקים חיים ללא כלי עזר",₪ 500
חשמל,"שקע חשמל רופף או יוצא מהקיר — שקע חשמל אינו מחוזק כראוי לקופסת החשמל בקיר, נע או יוצא החוצה בעת הוצאת תקע. עלול לחשוף חיבורים חשמליים","חיזוק השקע לקופסת החשמל בברגים, החלפת קופסה שבורה במידת הצורך","ת""י 61 — כל אביזר חשמלי חייב להיות מחוזק היטב לקופסת ההתקנה ולהיות יציב",₪ 200
חשמל,"חוסר בשקעי חשמל בחדר לפי תקן — מספר שקעי החשמל בחדר נמוך מהנדרש בתקן. לדוגמה: מטבח עם פחות מ-6 שקעים, או חדר שינה עם פחות מ-3 שקעים",הוספת שקעי חשמל בהתאם לדרישות התקן עבור ייעוד החדר,"ת""י 61 — מספר מינימלי של שקעים לפי ייעוד החדר: מטבח 6, סלון 5, חדר שינה 3, חדר רחצה 1",₪ 600
חשמל,"גובה שקע חשמל לא תקני — שקע חשמל מותקן בגובה שאינו עומד בדרישות התקן. שקעים רגילים צריכים להיות בגובה 40-50 ס""מ מהרצפה, שקעי מטבח בגובה 110-120 ס""מ",העתקת השקע לגובה התקני בהתאם לייעוד החדר,"ת""י 61 — גובה התקנת שקעים: רגיל 40-50 ס""מ, מטבח 110-120 ס""מ מעל הרצפה הגמורה",₪ 600
חשמל,"מתג תאורה לא תקין או לא מתפקד — מתג תאורה שאינו מפעיל את נקודת התאורה, מרפרף, או שיש בו ניצוצות בעת הפעלה. עלול להצביע על חיבור רופף או מתג פגום","החלפת המתג הפגום, בדיקת החיבורים בקופסת החשמל","ת""י 61 — כל מתג חשמלי חייב לפעול באופן תקין ללא ניצוצות חיצוניות או רעש חריג",₪ 250
חשמל,"חסרה נקודת תאורה בחדר — חדר ללא נקודת תאורה בתקרה או בקיר, בניגוד לדרישות התקן. כל חדר מגורים חייב לכלול לפחות נקודת תאורה אחת",התקנת נקודת תאורה בתקרה עם מתג הפעלה בכניסה לחדר,"ת""י 61 — כל חדר חייב לכלול לפחות נקודת תאורה אחת מחוברת למתג",₪ 800
חשמל,כבלים חשמליים חשופים ללא הגנה — כבלים חשמליים גלויים ללא צנרת הגנה או כיסוי מתאים. הכבלים חשופים לנזק מכני ולסכנת חשמול,התקנת צנרת הגנה (PVC או מתכת) לכיסוי הכבלים החשופים,"ת""י 61 — כבלים חשמליים חייבים לעבור בצנרת הגנה או להיות מוגנים מפני נזק מכני",₪ 400
חשמל,חיבור חשמלי באמצעות סרט בידוד במקום מהדק — חיבורים חשמליים בקופסאות חיבור מבוצעים עם סרט בידוד במקום מהדקים (קונקטורים) תקניים. חיבור לא בטוח הגורם להתחממות,החלפת כל חיבורי סרט הבידוד במהדקים תקניים (Wago או דומה),"ת""י 61 — חיבורים חשמליים חייבים להתבצע באמצעות מהדקים (קונקטורים) מאושרים בלבד",₪ 200
