index,category,title,description_clean,recommendation,cost_text,standard,standard_ref,severity,raw_description
167,אלומיניום,חלון אלומיניום — זכוכית תרמית (דאבל גלייז) לא אטומה,"יחידת הזיגוג הכפול (דאבל גלייז) מאבדת את האטימות — נראית עננות/ערפל בין שכבות הזכוכית. סימן לכשל באיטום היקפי של היחידה, מה שמבטל את הבידוד התרמי",להחליף את יחידת הזיגוג הכפול בשלמותה. אין אפשרות לתקן יחידה שאיבדה אטימות,"₪350-₪900 (למ""ר)","ת""י 1509 — יחידת זיגוג מבודד חייבת לשמור על ריק/גז בין השכבות לאורך חיי המוצר","ת""י 1509 — יחידת זיגוג מבודד חייבת לשמור על ריק/גז בין השכבות לאורך חיי המוצר",medium,"**חלון אלומיניום — זכוכית תרמית (דאבל גלייז) לא אטומה** — יחידת הזיגוג הכפול (דאבל גלייז) מאבדת את האטימות — נראית עננות/ערפל בין שכבות הזכוכית. סימן לכשל באיטום היקפי של היחידה, מה שמבטל את הבידוד התרמי.. המלצה: להחליף את יחידת הזיגוג הכפול בשלמותה. אין אפשרות לתקן יחידה שאיבדה אטימות.. עלות משוערת: ₪350-₪900 (למ""ר)"
168,אלומיניום,חלון אלומיניום — סדק או שבר בזכוכית,"סדק, שבר, או ניקוב בזכוכית החלון. יכול להיגרם ממכה, מתח תרמי, או מלחץ לא אחיד של מסגרת החלון על הזכוכית",להחליף את הזכוכית השבורה בזכוכית חדשה תואמת תקן (בטיחותית היכן שנדרש). לבדוק שהמסגרת לא לוחצת על הזכוכית,"₪300-₪800 (למ""ר)","ת""י 1099 — זכוכית בחלון חייבת להיות שלמה, ללא סדקים או שברים, ולעמוד בדרישות בטיחות","ת""י 1099 — זכוכית בחלון חייבת להיות שלמה, ללא סדקים או שברים, ולעמוד בדרישות בטיחות",medium,"**חלון אלומיניום — סדק או שבר בזכוכית** — סדק, שבר, או ניקוב בזכוכית החלון. יכול להיגרם ממכה, מתח תרמי, או מלחץ לא אחיד של מסגרת החלון על הזכוכית.. המלצה: להחליף את הזכוכית השבורה בזכוכית חדשה תואמת תקן (בטיחותית היכן שנדרש). לבדוק שהמסגרת לא לוחצת על הזכוכית.. עלות משוערת: ₪300-₪800 (למ""ר)"
169,אלומיניום,זכוכית חלון — חוסר התאמה למפרט (עובי/סוג),"הזכוכית שהותקנה לא תואמת למפרט המכר — עובי נמוך מהנדרש, זכוכית בודדת במקום כפולה, או חסרה שכבת Low-E שנדרשה במפרט",להחליף את הזכוכית בזכוכית התואמת למפרט המכר. לדרוש אישור יצרן על סוג הזכוכית שהותקנה,"₪350-₪1000 (למ""ר)","ת""י 1509 — הזיגוג חייב להתאים למפרט הטכני של הפרויקט ולדרישות התקן לגודל החלון","ת""י 1509 — הזיגוג חייב להתאים למפרט הטכני של הפרויקט ולדרישות התקן לגודל החלון",medium,"**זכוכית חלון — חוסר התאמה למפרט (עובי/סוג)** — הזכוכית שהותקנה לא תואמת למפרט המכר — עובי נמוך מהנדרש, זכוכית בודדת במקום כפולה, או חסרה שכבת Low-E שנדרשה במפרט.. המלצה: להחליף את הזכוכית בזכוכית התואמת למפרט המכר. לדרוש אישור יצרן על סוג הזכוכית שהותקנה.. עלות משוערת: ₪350-₪1000 (למ""ר)"
170,אלומיניום,חלון אלומיניום — חוסר בזכוכית Low-E נדרשת,הותקנה זכוכית כפולה ללא שכבת Low-E (שכבה פולטת נמוכה) שנדרשת במפרט או לפי תקן בידוד תרמי. ללא Low-E הבידוד התרמי נמוך משמעותית,להחליף את יחידת הזיגוג הכפול ביחידה עם זכוכית Low-E. לוודא שסוג ה-Low-E (hard coat/soft coat) תואם למפרט,"₪400-₪1000 (למ""ר)","ת""י 1045 — לעמידה בדרישות בידוד תרמי למבנים, נדרשת בדרך כלל זכוכית עם שכבת Low-E להשגת ערך U נמוך","ת""י 1045 — לעמידה בדרישות בידוד תרמי למבנים, נדרשת בדרך כלל זכוכית עם שכבת Low-E להשגת ערך U נמוך",medium,"**חלון אלומיניום — חוסר בזכוכית Low-E נדרשת** — הותקנה זכוכית כפולה ללא שכבת Low-E (שכבה פולטת נמוכה) שנדרשת במפרט או לפי תקן בידוד תרמי. ללא Low-E הבידוד התרמי נמוך משמעותית.. המלצה: להחליף את יחידת הזיגוג הכפול ביחידה עם זכוכית Low-E. לוודא שסוג ה-Low-E (hard coat/soft coat) תואם למפרט.. עלות משוערת: ₪400-₪1000 (למ""ר)"
171,אלומיניום,זכוכית שרוטה / סדוקה,שריטות או סדקים בזכוכית חלון,החלפת זכוכית פגומה,₪300-₪1200 (ליחידה),NULL,NULL,medium,**זכוכית שרוטה / סדוקה** — שריטות או סדקים בזכוכית חלון.. המלצה: החלפת זכוכית פגומה. עלות משוערת: ₪300-₪1200 (ליחידה)
172,אלומיניום,חלון אלומיניום — ידית סיבובית רופפת או שבורה,"ידית החלון רופפת, מסתובבת ללא אחיזה, או שבורה. הידית לא מפעילה את מנגנון הנעילה כראוי והחלון נשאר לא נעול",להדק את בסיס הידית (להרים כיסוי פלסטיק ולהדק ברגים). אם הידית שבורה — להחליף בידית מקורית תואמת,₪80-₪250 (ליחידה),"ת""י 1509 — ידית החלון חייבת להפעיל את מנגנון הנעילה באופן מלא ובטוח בכל מצבי הפתיחה","ת""י 1509 — ידית החלון חייבת להפעיל את מנגנון הנעילה באופן מלא ובטוח בכל מצבי הפתיחה",low,"**חלון אלומיניום — ידית סיבובית רופפת או שבורה** — ידית החלון רופפת, מסתובבת ללא אחיזה, או שבורה. הידית לא מפעילה את מנגנון הנעילה כראוי והחלון נשאר לא נעול.. המלצה: להדק את בסיס הידית (להרים כיסוי פלסטיק ולהדק ברגים). אם הידית שבורה — להחליף בידית מקורית תואמת.. עלות משוערת: ₪80-₪250 (ליחידה)"
173,אלומיניום,חלון אלומיניום — נעילה לא תקינה (אספניולט),מנגנון הנעילה (אספניולט) לא נועל את החלון בכל נקודות הנעילה. חלק מנקודות הנעילה לא מתיישבות כראוי בנגד (striker plate) — החלון לא אטום ולא מאובטח,לכוונן את נקודות הנעילה והנגדים. לשמן את מנגנון האספניולט. אם פגום — להחליף את מוט הנעילה או הנגדים,₪150-₪450 (ליחידה),"ת""י 1509 — חלון חייב להינעל בכל נקודות הנעילה שתוכננו על ידי היצרן, עם לחיצה אחידה של הגומיות","ת""י 1509 — חלון חייב להינעל בכל נקודות הנעילה שתוכננו על ידי היצרן, עם לחיצה אחידה של הגומיות",medium,**חלון אלומיניום — נעילה לא תקינה (אספניולט)** — מנגנון הנעילה (אספניולט) לא נועל את החלון בכל נקודות הנעילה. חלק מנקודות הנעילה לא מתיישבות כראוי בנגד (striker plate) — החלון לא אטום ולא מאובטח.. המלצה: לכוונן את נקודות הנעילה והנגדים. לשמן את מנגנון האספניולט. אם פגום — להחליף את מוט הנעילה או הנגדים.. עלות משוערת: ₪150-₪450 (ליחידה)
174,אלומיניום,חלון אלומיניום — חוסר מגביל פתיחה בקומה גבוהה,חלון בקומה 2 ומעלה חסר מגביל פתיחה (מגביל זווית או כבל בטיחות) בהתאם לתקנות הבטיחות. ילדים עלולים ליפול מחלון הנפתח לרווחה,להתקין מגביל פתיחה תקני — כבל בטיחות או מגביל זווית צמוד פרופיל — בכל חלון נדרש. לוודא שהמגביל ניתן לשחרור על ידי מבוגר בלבד,₪120-₪350 (ליחידה),"ת""י 1509 — חלון מעל קומת קרקע חייב לכלול מגביל פתיחה המגביל את הפתח ל-100 מ""מ מרבי, עם אפשרות שחרור למבוגרים","ת""י 1509 — חלון מעל קומת קרקע חייב לכלול מגביל פתיחה המגביל את הפתח ל-100 מ""מ מרבי, עם אפשרות שחרור למבוגרים",critical,**חלון אלומיניום — חוסר מגביל פתיחה בקומה גבוהה** — חלון בקומה 2 ומעלה חסר מגביל פתיחה (מגביל זווית או כבל בטיחות) בהתאם לתקנות הבטיחות. ילדים עלולים ליפול מחלון הנפתח לרווחה.. המלצה: להתקין מגביל פתיחה תקני — כבל בטיחות או מגביל זווית צמוד פרופיל — בכל חלון נדרש. לוודא שהמגביל ניתן לשחרור על ידי מבוגר בלבד.. עלות משוערת: ₪120-₪350 (ליחידה)
175,אלומיניום,חלון אלומיניום — חוסר סורג בטיחות בחלון נמוך,"חלון שתחתיתו בגובה נמוך מ-80 ס""מ מהרצפה חסר סורג בטיחות או מעקה להגנה מפני נפילה, בעיקר בקומות גבוהות","להתקין סורג בטיחות פנימי (מפרופיל אלומיניום או נירוסטה) בהתאם לתקן, עם רווח מרבי של 10 ס""מ בין חלקיו",₪400-₪1200 (ליחידה),"ת""י 1142 — נדרש אמצעי מיגון (סורג/מעקה) בחלון שתחתיתו נמוכה מ-80 ס""מ מרצפת החדר, בקומה שנייה ומעלה","ת""י 1142 — נדרש אמצעי מיגון (סורג/מעקה) בחלון שתחתיתו נמוכה מ-80 ס""מ מרצפת החדר, בקומה שנייה ומעלה",critical,"**חלון אלומיניום — חוסר סורג בטיחות בחלון נמוך** — חלון שתחתיתו בגובה נמוך מ-80 ס""מ מהרצפה חסר סורג בטיחות או מעקה להגנה מפני נפילה, בעיקר בקומות גבוהות.. המלצה: להתקין סורג בטיחות פנימי (מפרופיל אלומיניום או נירוסטה) בהתאם לתקן, עם רווח מרבי של 10 ס""מ בין חלקיו.. עלות משוערת: ₪400-₪1200 (ליחידה)"
176,אלומיניום,חלון אלומיניום — פרזול (Hardware) לא תואם למפרט,"הפרזול שהותקן (ידיות, צירים, מנגנוני נעילה) אינו תואם למפרט הפרויקט — דרגה נמוכה יותר, יצרן אחר, או חסרים רכיבים שנדרשו (כגון נעילת ביטחון)",להחליף את הפרזול בפרזול התואם למפרט המכר. לתעד את ההבדל ולדרוש התאמה או פיצוי,₪200-₪800 (ליחידה),NULL,NULL,medium,"**חלון אלומיניום — פרזול (Hardware) לא תואם למפרט** — הפרזול שהותקן (ידיות, צירים, מנגנוני נעילה) אינו תואם למפרט הפרויקט — דרגה נמוכה יותר, יצרן אחר, או חסרים רכיבים שנדרשו (כגון נעילת ביטחון).. המלצה: להחליף את הפרזול בפרזול התואם למפרט המכר. לתעד את ההבדל ולדרוש התאמה או פיצוי.. עלות משוערת: ₪200-₪800 (ליחידה)"
177,אלומיניום,ידית חלון שבורה / רופפת,"ידית חלון שבורה, רופפת, או לא נועלת",החלפת ידית חלון,₪80-₪250 (ליחידה),NULL,NULL,low,"**ידית חלון שבורה / רופפת** — ידית חלון שבורה, רופפת, או לא נועלת.. המלצה: החלפת ידית חלון. עלות משוערת: ₪80-₪250 (ליחידה)"
178,חשמל,שקע חשמל ללא הארקה תקינה,שקע חשמל שאינו מחובר להארקה או שחיבור ההארקה לקוי. מדידה מראה התנגדות הארקה גבוהה מהמותר (מעל 1 אוהם). מהווה סכנת חשמול,"בדיקת חיבור מוליך הארקה בשקע ובלוח החשמל, תיקון או החלפת החיבור הלקוי",₪150-₪350 (ליחידה),"ת""י 61 — כל שקע חשמל חייב להיות מחובר למוליך הארקה רציף עם התנגדות שאינה עולה על 1 אוהם","ת""י 61 — כל שקע חשמל חייב להיות מחובר למוליך הארקה רציף עם התנגדות שאינה עולה על 1 אוהם",critical,"**שקע חשמל ללא הארקה תקינה** — שקע חשמל שאינו מחובר להארקה או שחיבור ההארקה לקוי. מדידה מראה התנגדות הארקה גבוהה מהמותר (מעל 1 אוהם). מהווה סכנת חשמול.. המלצה: בדיקת חיבור מוליך הארקה בשקע ובלוח החשמל, תיקון או החלפת החיבור הלקוי. עלות משוערת: ₪150-₪350 (ליחידה)"
179,חשמל,שקע חשמל בחדר רחצה במרחק לא תקני מנקודת מים,"שקע חשמל מותקן בתוך אזור 1 או אזור 2 של חדר הרחצה (פחות מ-60 ס""מ ממקור מים), בניגוד לתקנות. סכנת חשמול בסביבה רטובה","העתקת השקע למיקום תקני באזור 3, מרחק מינימלי 60 ס""מ מנקודת מים, עם הגנת RCD",₪400-₪800 (ליחידה),"ת""י 61 — שקעים בחדר רחצה חייבים להיות מותקנים באזור 3 בלבד, במרחק מינימלי של 60 ס""מ מגבול האמבטיה או המקלחון","ת""י 61 — שקעים בחדר רחצה חייבים להיות מותקנים באזור 3 בלבד, במרחק מינימלי של 60 ס""מ מגבול האמבטיה או המקלחון",critical,"**שקע חשמל בחדר רחצה במרחק לא תקני מנקודת מים** — שקע חשמל מותקן בתוך אזור 1 או אזור 2 של חדר הרחצה (פחות מ-60 ס""מ ממקור מים), בניגוד לתקנות. סכנת חשמול בסביבה רטובה.. המלצה: העתקת השקע למיקום תקני באזור 3, מרחק מינימלי 60 ס""מ מנקודת מים, עם הגנת RCD. עלות משוערת: ₪400-₪800 (ליחידה)"
180,חשמל,חסר מפסק פחת (RCD) בלוח החשמל,לוח החשמל הדירתי חסר מפסק פחת (RCD) בזרם דלף 30mA על מעגלי שקעים. מפסק פחת נדרש להגנה מפני חשמול,התקנת מפסק פחת RCD 30mA בלוח החשמל על כל מעגלי השקעים,₪350-₪700 (ליחידה),"ת""י 61 — כל מעגלי השקעים בדירה חייבים להיות מוגנים במפסק פחת (RCD) בזרם דלף מקסימלי של 30mA","ת""י 61 — כל מעגלי השקעים בדירה חייבים להיות מוגנים במפסק פחת (RCD) בזרם דלף מקסימלי של 30mA",critical,**חסר מפסק פחת (RCD) בלוח החשמל** — לוח החשמל הדירתי חסר מפסק פחת (RCD) בזרם דלף 30mA על מעגלי שקעים. מפסק פחת נדרש להגנה מפני חשמול.. המלצה: התקנת מפסק פחת RCD 30mA בלוח החשמל על כל מעגלי השקעים. עלות משוערת: ₪350-₪700 (ליחידה)
181,חשמל,מפסק פחת (RCD) לא מתפקד,מפסק הפחת מותקן אך אינו מנתק את המעגל בלחיצה על כפתור הבדיקה (TEST). המפסק עלול להיות תקול ולא לספק הגנה מפני חשמול,החלפת מפסק הפחת התקול במפסק חדש תקין ובדיקת תקינות כל מפסקי הפחת בלוח,₪250-₪500 (ליחידה),"ת""י 61 — מפסק פחת חייב לנתק את המעגל תוך 300 אלפיות שנייה בזרם דלף של 30mA, ולעבור בדיקה תקופתית","ת""י 61 — מפסק פחת חייב לנתק את המעגל תוך 300 אלפיות שנייה בזרם דלף של 30mA, ולעבור בדיקה תקופתית",critical,**מפסק פחת (RCD) לא מתפקד** — מפסק הפחת מותקן אך אינו מנתק את המעגל בלחיצה על כפתור הבדיקה (TEST). המפסק עלול להיות תקול ולא לספק הגנה מפני חשמול.. המלצה: החלפת מפסק הפחת התקול במפסק חדש תקין ובדיקת תקינות כל מפסקי הפחת בלוח. עלות משוערת: ₪250-₪500 (ליחידה)
182,חשמל,לוח חשמל ללא סימון מעגלים,מפסקים בלוח החשמל אינם מסומנים בזיהוי המעגל שהם מגנים עליו. מקשה על איתור תקלות ועל ניתוק חירום,סימון כל מפסקי הלוח בתוויות ברורות המציינות את המעגל המוגן (חדר/מכשיר),₪100-₪200 (ליחידה),"ת""י 61 — כל מפסק בלוח חשמל חייב להיות מסומן בבירור לזיהוי המעגל המוגן","ת""י 61 — כל מפסק בלוח חשמל חייב להיות מסומן בבירור לזיהוי המעגל המוגן",low,**לוח חשמל ללא סימון מעגלים** — מפסקים בלוח החשמל אינם מסומנים בזיהוי המעגל שהם מגנים עליו. מקשה על איתור תקלות ועל ניתוק חירום.. המלצה: סימון כל מפסקי הלוח בתוויות ברורות המציינות את המעגל המוגן (חדר/מכשיר). עלות משוערת: ₪100-₪200 (ליחידה)
183,חשמל,לוח חשמל ללא דלת או מכסה,"לוח החשמל הדירתי חסר דלת או מכסה, חלקים חיים חשופים. סכנת חשמול במיוחד לילדים",התקנת דלת/מכסה מקורי ללוח החשמל עם נעילה תקנית,₪200-₪500 (ליחידה),"ת""י 61 — לוח חשמל חייב להיות מכוסה בדלת או מכסה המונע גישה לחלקים חיים ללא כלי עזר","ת""י 61 — לוח חשמל חייב להיות מכוסה בדלת או מכסה המונע גישה לחלקים חיים ללא כלי עזר",medium,"**לוח חשמל ללא דלת או מכסה** — לוח החשמל הדירתי חסר דלת או מכסה, חלקים חיים חשופים. סכנת חשמול במיוחד לילדים.. המלצה: התקנת דלת/מכסה מקורי ללוח החשמל עם נעילה תקנית. עלות משוערת: ₪200-₪500 (ליחידה)"
184,חשמל,שקע חשמל רופף או יוצא מהקיר,"שקע חשמל אינו מחוזק כראוי לקופסת החשמל בקיר, נע או יוצא החוצה בעת הוצאת תקע. עלול לחשוף חיבורים חשמליים","חיזוק השקע לקופסת החשמל בברגים, החלפת קופסה שבורה במידת הצורך",₪80-₪200 (ליחידה),"ת""י 61 — כל אביזר חשמלי חייב להיות מחוזק היטב לקופסת ההתקנה ולהיות יציב","ת""י 61 — כל אביזר חשמלי חייב להיות מחוזק היטב לקופסת ההתקנה ולהיות יציב",medium,"**שקע חשמל רופף או יוצא מהקיר** — שקע חשמל אינו מחוזק כראוי לקופסת החשמל בקיר, נע או יוצא החוצה בעת הוצאת תקע. עלול לחשוף חיבורים חשמליים.. המלצה: חיזוק השקע לקופסת החשמל בברגים, החלפת קופסה שבורה במידת הצורך. עלות משוערת: ₪80-₪200 (ליחידה)"
185,חשמל,חוסר בשקעי חשמל בחדר לפי תקן,"מספר שקעי החשמל בחדר נמוך מהנדרש בתקן. לדוגמה: מטבח עם פחות מ-6 שקעים, או חדר שינה עם פחות מ-3 שקעים",הוספת שקעי חשמל בהתאם לדרישות התקן עבור ייעוד החדר,₪300-₪600 (ליחידה),"ת""י 61 — מספר מינימלי של שקעים לפי ייעוד החדר: מטבח 6, סלון 5, חדר שינה 3, חדר רחצה 1","ת""י 61 — מספר מינימלי של שקעים לפי ייעוד החדר: מטבח 6, סלון 5, חדר שינה 3, חדר רחצה 1",medium,"**חוסר בשקעי חשמל בחדר לפי תקן** — מספר שקעי החשמל בחדר נמוך מהנדרש בתקן. לדוגמה: מטבח עם פחות מ-6 שקעים, או חדר שינה עם פחות מ-3 שקעים.. המלצה: הוספת שקעי חשמל בהתאם לדרישות התקן עבור ייעוד החדר. עלות משוערת: ₪300-₪600 (ליחידה)"
186,חשמל,גובה שקע חשמל לא תקני,"שקע חשמל מותקן בגובה שאינו עומד בדרישות התקן. שקעים רגילים צריכים להיות בגובה 40-50 ס""מ מהרצפה, שקעי מטבח בגובה 110-120 ס""מ",העתקת השקע לגובה התקני בהתאם לייעוד החדר,₪300-₪600 (ליחידה),"ת""י 61 — גובה התקנת שקעים: רגיל 40-50 ס""מ, מטבח 110-120 ס""מ מעל הרצפה הגמורה","ת""י 61 — גובה התקנת שקעים: רגיל 40-50 ס""מ, מטבח 110-120 ס""מ מעל הרצפה הגמורה",low,"**גובה שקע חשמל לא תקני** — שקע חשמל מותקן בגובה שאינו עומד בדרישות התקן. שקעים רגילים צריכים להיות בגובה 40-50 ס""מ מהרצפה, שקעי מטבח בגובה 110-120 ס""מ.. המלצה: העתקת השקע לגובה התקני בהתאם לייעוד החדר. עלות משוערת: ₪300-₪600 (ליחידה)"
187,חשמל,מתג תאורה לא תקין או לא מתפקד,"מתג תאורה שאינו מפעיל את נקודת התאורה, מרפרף, או שיש בו ניצוצות בעת הפעלה. עלול להצביע על חיבור רופף או מתג פגום","החלפת המתג הפגום, בדיקת החיבורים בקופסת החשמל",₪100-₪250 (ליחידה),"ת""י 61 — כל מתג חשמלי חייב לפעול באופן תקין ללא ניצוצות חיצוניות או רעש חריג","ת""י 61 — כל מתג חשמלי חייב לפעול באופן תקין ללא ניצוצות חיצוניות או רעש חריג",medium,"**מתג תאורה לא תקין או לא מתפקד** — מתג תאורה שאינו מפעיל את נקודת התאורה, מרפרף, או שיש בו ניצוצות בעת הפעלה. עלול להצביע על חיבור רופף או מתג פגום.. המלצה: החלפת המתג הפגום, בדיקת החיבורים בקופסת החשמל. עלות משוערת: ₪100-₪250 (ליחידה)"
188,חשמל,חסרה נקודת תאורה בחדר,"חדר ללא נקודת תאורה בתקרה או בקיר, בניגוד לדרישות התקן. כל חדר מגורים חייב לכלול לפחות נקודת תאורה אחת",התקנת נקודת תאורה בתקרה עם מתג הפעלה בכניסה לחדר,₪400-₪800 (ליחידה),"ת""י 61 — כל חדר חייב לכלול לפחות נקודת תאורה אחת מחוברת למתג","ת""י 61 — כל חדר חייב לכלול לפחות נקודת תאורה אחת מחוברת למתג",medium,"**חסרה נקודת תאורה בחדר** — חדר ללא נקודת תאורה בתקרה או בקיר, בניגוד לדרישות התקן. כל חדר מגורים חייב לכלול לפחות נקודת תאורה אחת.. המלצה: התקנת נקודת תאורה בתקרה עם מתג הפעלה בכניסה לחדר. עלות משוערת: ₪400-₪800 (ליחידה)"
189,חשמל,כבלים חשמליים חשופים ללא הגנה,כבלים חשמליים גלויים ללא צנרת הגנה או כיסוי מתאים. הכבלים חשופים לנזק מכני ולסכנת חשמול,התקנת צנרת הגנה (PVC או מתכת) לכיסוי הכבלים החשופים,"₪150-₪400 (למ""א)","ת""י 61 — כבלים חשמליים חייבים לעבור בצנרת הגנה או להיות מוגנים מפני נזק מכני","ת""י 61 — כבלים חשמליים חייבים לעבור בצנרת הגנה או להיות מוגנים מפני נזק מכני",medium,"**כבלים חשמליים חשופים ללא הגנה** — כבלים חשמליים גלויים ללא צנרת הגנה או כיסוי מתאים. הכבלים חשופים לנזק מכני ולסכנת חשמול.. המלצה: התקנת צנרת הגנה (PVC או מתכת) לכיסוי הכבלים החשופים. עלות משוערת: ₪150-₪400 (למ""א)"
190,חשמל,חיבור חשמלי באמצעות סרט בידוד במקום מהדק,חיבורים חשמליים בקופסאות חיבור מבוצעים עם סרט בידוד במקום מהדקים (קונקטורים) תקניים. חיבור לא בטוח הגורם להתחממות,החלפת כל חיבורי סרט הבידוד במהדקים תקניים (Wago או דומה),₪80-₪200 (ליחידה),"ת""י 61 — חיבורים חשמליים חייבים להתבצע באמצעות מהדקים (קונקטורים) מאושרים בלבד","ת""י 61 — חיבורים חשמליים חייבים להתבצע באמצעות מהדקים (קונקטורים) מאושרים בלבד",medium,**חיבור חשמלי באמצעות סרט בידוד במקום מהדק** — חיבורים חשמליים בקופסאות חיבור מבוצעים עם סרט בידוד במקום מהדקים (קונקטורים) תקניים. חיבור לא בטוח הגורם להתחממות.. המלצה: החלפת כל חיבורי סרט הבידוד במהדקים תקניים (Wago או דומה). עלות משוערת: ₪80-₪200 (ליחידה)
191,חשמל,קופסת חשמל ללא מכסה,"קופסת חיבור/הסתעפות חשמלית ללא מכסה, חיבורים חשמליים חשופים. סכנת חשמול ונזק מלחות או אבק",התקנת מכסה תקני לקופסת החשמל,₪30-₪80 (ליחידה),"ת""י 61 — כל קופסת חיבור חייבת להיות מכוסה במכסה מתאים","ת""י 61 — כל קופסת חיבור חייבת להיות מכוסה במכסה מתאים",medium,"**קופסת חשמל ללא מכסה** — קופסת חיבור/הסתעפות חשמלית ללא מכסה, חיבורים חשמליים חשופים. סכנת חשמול ונזק מלחות או אבק.. המלצה: התקנת מכסה תקני לקופסת החשמל. עלות משוערת: ₪30-₪80 (ליחידה)"
192,חשמל,העדר שקע טלפון/תקשורת בחדרים נדרשים,חדר מגורים ללא נקודת תקשורת (טלפון/רשת) כנדרש בתקן. נדרשות נקודות תקשורת בסלון ובחדרי שינה,משיכת כבל תקשורת CAT6 והתקנת שקע RJ45 בחדרים הנדרשים,₪250-₪500 (ליחידה),"ת""י 61 — נדרשת לפחות נקודת תקשורת אחת בסלון ובכל חדר שינה","ת""י 61 — נדרשת לפחות נקודת תקשורת אחת בסלון ובכל חדר שינה",low,**העדר שקע טלפון/תקשורת בחדרים נדרשים** — חדר מגורים ללא נקודת תקשורת (טלפון/רשת) כנדרש בתקן. נדרשות נקודות תקשורת בסלון ובחדרי שינה.. המלצה: משיכת כבל תקשורת CAT6 והתקנת שקע RJ45 בחדרים הנדרשים. עלות משוערת: ₪250-₪500 (ליחידה)
193,חשמל,מפסק זרם יתר (אוטומט) בלוח לא מתאים לחתך הכבל,"מפסק אוטומטי בלוח החשמל בדירוג זרם גבוה מכושר ההעמסה של הכבל. למשל מפסק 20A על כבל 1.5 מ""מ. עלול לגרום להתחממות הכבל ולשריפה",החלפת המפסק למפסק בדירוג המתאים לחתך הכבל המותקן,₪100-₪250 (ליחידה),"ת""י 61 — דירוג המפסק חייב להתאים לחתך הכבל: 1.5 מ""מ עד 16A, 2.5 מ""מ עד 20A, 4 מ""מ עד 25A","ת""י 61 — דירוג המפסק חייב להתאים לחתך הכבל: 1.5 מ""מ עד 16A, 2.5 מ""מ עד 20A, 4 מ""מ עד 25A",critical,"**מפסק זרם יתר (אוטומט) בלוח לא מתאים לחתך הכבל** — מפסק אוטומטי בלוח החשמל בדירוג זרם גבוה מכושר ההעמסה של הכבל. למשל מפסק 20A על כבל 1.5 מ""מ. עלול לגרום להתחממות הכבל ולשריפה.. המלצה: החלפת המפסק למפסק בדירוג המתאים לחתך הכבל המותקן. עלות משוערת: ₪100-₪250 (ליחידה)"
194,חשמל,לוח חשמל עמוס - אין מקום למעגלים נוספים,לוח החשמל הדירתי מלא לחלוטין ללא מודולים פנויים להרחבה עתידית. מקשה על הוספת מעגלים ועלול לגרום לחיבורים לא תקניים,"החלפת הלוח בלוח גדול יותר עם מקום להרחבה, או פיצול למספר לוחות",₪1500-₪3500 (ליחידה),"ת""י 61 — לוח חשמל דירתי חייב לכלול לפחות 20% מקום פנוי להרחבה עתידית","ת""י 61 — לוח חשמל דירתי חייב לכלול לפחות 20% מקום פנוי להרחבה עתידית",medium,"**לוח חשמל עמוס - אין מקום למעגלים נוספים** — לוח החשמל הדירתי מלא לחלוטין ללא מודולים פנויים להרחבה עתידית. מקשה על הוספת מעגלים ועלול לגרום לחיבורים לא תקניים.. המלצה: החלפת הלוח בלוח גדול יותר עם מקום להרחבה, או פיצול למספר לוחות. עלות משוערת: ₪1500-₪3500 (ליחידה)"
195,חשמל,שקע חשמל מטבח ללא הגנת RCD ייעודית,שקעי חשמל במטבח (משטח עבודה) אינם מוגנים במפסק פחת ייעודי. אזור רטוב הדורש הגנה מוגברת,התקנת מפסק פחת RCD 30mA ייעודי למעגלי שקעי המטבח,₪300-₪600 (ליחידה),"ת""י 61 — שקעים באזורים רטובים (מטבח, חדר כביסה) חייבים הגנת RCD 30mA","ת""י 61 — שקעים באזורים רטובים (מטבח, חדר כביסה) חייבים הגנת RCD 30mA",medium,**שקע חשמל מטבח ללא הגנת RCD ייעודית** — שקעי חשמל במטבח (משטח עבודה) אינם מוגנים במפסק פחת ייעודי. אזור רטוב הדורש הגנה מוגברת.. המלצה: התקנת מפסק פחת RCD 30mA ייעודי למעגלי שקעי המטבח. עלות משוערת: ₪300-₪600 (ליחידה)
196,חשמל,חוסר התאמה בין פאזות בלוח חשמל תלת-פאזי,חלוקת עומסים לא מאוזנת בין שלוש הפאזות בלוח חשמל תלת-פאזי. גורם לעומס יתר על פאזה אחת ולירידת מתח,איזון מחדש של חלוקת המעגלים בין הפאזות בלוח החשמל,₪300-₪600 (ליחידה),"ת""י 61 — עומסים בלוח תלת-פאזי חייבים להיות מאוזנים בין הפאזות, סטייה מקסימלית 20%","ת""י 61 — עומסים בלוח תלת-פאזי חייבים להיות מאוזנים בין הפאזות, סטייה מקסימלית 20%",medium,**חוסר התאמה בין פאזות בלוח חשמל תלת-פאזי** — חלוקת עומסים לא מאוזנת בין שלוש הפאזות בלוח חשמל תלת-פאזי. גורם לעומס יתר על פאזה אחת ולירידת מתח.. המלצה: איזון מחדש של חלוקת המעגלים בין הפאזות בלוח החשמל. עלות משוערת: ₪300-₪600 (ליחידה)
